proof_name;collect_units;fix;reinsert;rebuild;reassemble;total time (seconds);original_lines;compressed_lines;line_difference;checker_err;elab_err;compress_err;invalid_compress;worked
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_59_50_432_9834268.alethe;"0,199395";"0,00734";"0,002423";"0,059302";"0,002183";"0,305918";41;41;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_38_28_371_18059748.alethe;"0,146678";"0,004444";"0,0027310000000000004";"0,053025";"0,001759";"0,234324";36;36;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_05_58_48_949_4990918.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_33_17_819_7496284.alethe;"0,337418";"0,005361";"0,007153";"0,133723";"0,00263";"0,537727";108;108;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_20_37_48_663_6528880.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_49_59_738_18235348.alethe;"0,094337";"0,00569";"0,002525";"0,030736";"0,001822";"0,155586";19;19;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_27_04_208_7394096.alethe;"0,6399739999999999";"0,14794600000000002";"0,027834";"0,221051";"0,003556";"1,119116";165;163;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_21_10_50_443_7592002.alethe;"0,7144919999999999";"0,12958899999999998";"0,016407";"0,225207";"0,003539";"1,175243";162;163;1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_07_10_39_110_5108794.alethe;"0,142001";"0,0069759999999999996";"0,002446";"0,050603";"0,001635";"0,233777";36;36;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_20_04_726_6530710.alethe;"0,335627";"0,006173";"0,003336";"0,131018";"0,004073";"0,530163";108;108;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_22_55_20_598_5150348.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_03_14_29_526_6590820.alethe;"0,05762";"0,00364";"0,0028320000000000003";"0,024213";"0,00046699999999999997";"0,10696699999999999";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_04_34_30_678_5079520.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_27_54_994_9411156.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_23_42_36_794_5296680.alethe;"0,611865";"0,123313";"0,021651999999999998";"0,210913";"0,0027300000000000002";"1,038704";138;136;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_09_05_40_959_5016298.alethe;"0,270057";"0,007943";"0,0025069999999999997";"0,090335";"0,002689";"0,414438";67;67;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_19_10_14_273_5442982.alethe;"0,056858";"0,00566";"0,002222";"0,022212";"0,000507";"0,103457";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_06_00_55_272_5040980.alethe;"0,106396";"0,0030410000000000003";"0,002102";"0,045225";"0,001461";"0,180689";30;30;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_32_04_464_17993960.alethe;"0,032085";"0,002493";"0,0017159999999999999";"0,010714";"0,000468";"0,06045";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_12_36_612_8891436.alethe;"0,06107";"0,0030800000000000003";"0,0018160000000000001";"0,02074";"0,000453";"0,105495";10;10;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_08_55_10_288_8633312.alethe;"0,041441";"0,002258";"0,00178";"0,044190999999999994";"0,000457";"0,104906";8;8;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_16_30_49_263_5179104.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_39_58_209_8282002.alethe;"0,03311";"0,002454";"0,0019709999999999997";"0,013319000000000001";"0,000531";"0,064794";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_07_43_30_726_5069512.alethe;"0,392555";"0,011026000000000001";"0,0028250000000000003";"0,13422299999999998";"0,002621";"0,594831";98;98;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_08_56_23_705_8666354.alethe;"0,32769899999999996";"0,010433";"0,0028380000000000002";"0,118294";"0,001857";"0,500791";80;80;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_19_01_53_671_5310288.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_00_50_11_998_5071992.alethe;"0,438741";"0,009938";"0,004030000000000001";"0,154824";"0,005078";"0,677097";116;116;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_51_05_983_9727050.alethe;"0,12481800000000001";"0,004284";"0,001978";"0,04417";"0,002097";"0,202405";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_19_48_44_822_5260812.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_45_11_807_18153234.alethe;"0,192577";"0,0057810000000000005";"0,002688";"0,080193";"0,001732";"0,3133";49;49;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_22_49_44_560_5070914.alethe;"0,124976";"0,003975";"0,002491";"0,046728";"0,00179";"0,204595";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_17_53_51_127_5501136.alethe;"0,274062";"0,06657500000000001";"0,013928";"0,101103";"0,002736";"0,499766";67;67;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_23_31_06_096_5109430.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_05_45_15_829_5148696.alethe;"0,09056399999999999";"0,004133";"0,002242";"0,033703";"0,000486";"0,149402";21;21;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_02_32_17_896_5830658.alethe;"0,13182";"0,004215";"0,002248";"0,044048000000000004";"0,003501";"0,212232";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_02_11_33_512_5107654.alethe;"0,092975";"0,0032329999999999998";"0,002168";"0,031652";"0,0021579999999999998";"0,154087";20;20;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_22_15_666_9294898.alethe;"0,14599";"0,0073560000000000006";"0,002045";"0,048739000000000005";"0,000489";"0,231146";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_03_43_17_557_8104336.alethe;"0,452059";"0,005123";"0,0047350000000000005";"0,17976099999999998";"0,004212";"0,718654";151;151;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_08_00_38_295_5277180.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_05_58_53_485_4996976.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_08_39_42_506_7737716.alethe;"0,028628999999999998";"0,002147";"0,001877";"0,010302";"0,00046";"0,05577";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_23_56_47_316_5655950.alethe;"1,4323000000000001";"0,338066";"0,025306000000000002";"0,45905799999999997";"0,006789";"2,453426";378;375;-3;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_19_39_25_320_5101842.alethe;"0,175072";"0,0056370000000000005";"0,002294";"0,058892";"0,001605";"0,270548";40;40;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_15_05_29_112_18457158.alethe;"0,107201";"0,004877";"0,0019850000000000002";"0,044045999999999995";"0,00143";"0,17983300000000002";30;30;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_27_03_500_7388452.alethe;"0,030656";"0,002411";"0,0019879999999999997";"0,012969999999999999";"0,000486";"0,06120400000000001";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_05_59_44_444_5015470.alethe;"0,364687";"0,16393000000000002";"0,020404";"0,147548";"0,001665";"0,738802";94;92;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_17_28_59_192_5010908.alethe;"0,204675";"0,005386";"0,002594";"0,07912";"0,00184";"0,326754";54;54;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_15_14_35_594_18679214.alethe;"0,079071";"0,0029579999999999997";"0,001962";"0,030344";"0,0005239999999999999";"0,13193100000000002";17;17;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_41_03_832_8304788.alethe;"0,057006999999999995";"0,002622";"0,001581";"0,018964";"0,000437";"0,09589099999999999";12;12;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_07_10_46_954_5119426.alethe;"0,139962";"0,004467";"0,002262";"0,049865";"0,001737";"0,225097";36;36;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_53_02_549_18301920.alethe;"0,08691";"0,002939";"0,002146";"0,02997";"0,001426";"0,143561";19;19;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_04_32_49_302_5047292.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_05_46_00_496_5163904.alethe;"0,21631499999999998";"0,007599";"0,003325";"0,07869599999999999";"0,001918";"0,342102";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_07_48_58_417_8458230.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_16_38_33_447_5274474.alethe;"1,174273";"0,222824";"0,019915000000000002";"0,39536699999999997";"0,006024";"1,955414";290;288;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_21_28_04_471_7861034.alethe;"0,12704400000000002";"0,004153";"0,002245";"0,043949999999999996";"0,001987";"0,206267";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_44_24_754_18139476.alethe;"0,188146";"0,006253";"0,0039299999999999995";"0,068628";"0,001676";"0,29951799999999995";49;49;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_07_49_07_170_5143502.alethe;"0,087774";"0,004319";"0,002324";"0,029110999999999998";"0,002745";"0,145581";19;19;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_01_08_33_413_5348848.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_57_18_209_9803384.alethe;"0,12350100000000001";"0,0044";"0,0027819999999999998";"0,04255";"0,001838";"0,20122400000000001";28;28;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_21_25_26_874_7820470.alethe;"0,15665";"0,003998";"0,002801";"0,055022999999999996";"0,002022";"0,24894099999999997";41;41;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_09_08_53_363_5071014.alethe;"0,5005390000000001";"0,012551000000000001";"0,004036";"0,17901399999999998";"0,006271";"0,7671709999999999";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_26_01_373_9359404.alethe;"0,06561700000000001";"0,0035099999999999997";"0,0039759999999999995";"0,024621999999999998";"0,001586";"0,11843000000000001";12;12;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_31_57_650_17981836.alethe;"0,05978";"0,0038120000000000003";"0,005094";"0,028054";"0,0005";"0,11579";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_22_49_46_642_5072568.alethe;"0,14025800000000002";"0,004994";"0,002676";"0,049919";"0,001697";"0,22544";36;36;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_55_45_083_9785654.alethe;"0,129816";"0,004673999999999999";"0,002531";"0,043819000000000004";"0,0022960000000000003";"0,210474";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_28_18_949_9432688.alethe;"0,048674";"0,0070550000000000005";"0,002572";"0,019389";"0,000516";"0,093944";3;3;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_00_38_44_175_5272070.alethe;"0,10132300000000001";"0,004673999999999999";"0,0025399999999999997";"0,040596";"0,000519";"0,171927";9;9;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_10_27_20_403_10606662.alethe;"0,069827";"0,004712999999999999";"0,002604";"0,031339";"0,003108";"0,131128";12;12;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_09_05_01_821_5003268.alethe;"0,195904";"0,007358";"0,002702";"0,067936";"0,0019420000000000001";"0,30648699999999995";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_16_31_20_058_5183006.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_16_34_56_934_5233252.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_15_16_51_570_4983100.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_08_15_08_258_8800790.alethe;"0,08301";"0,005059";"0,002389";"0,033106";"0,000495";"0,141376";15;15;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_19_33_29_662_4998728.alethe;"0,436797";"0,18213300000000002";"0,019032999999999998";"0,139521";"0,002858";"0,830486";88;84;-4;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_20_53_23_126_7344976.alethe;"0,26998700000000003";"0,007025";"0,0037400000000000003";"0,109961";"0,002081";"0,435084";30;30;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_02_50_00_147_4983028.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_01_09_14_329_5363246.alethe;"0,113486";"0,004413";"0,002791";"0,045906999999999996";"0,001483";"0,19202999999999998";30;30;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_04_47_40_179_5264996.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_22_55_55_004_5155354.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_09_28_02_905_9423200.alethe;"0,343996";"0,009825";"0,002711";"0,112495";"0,002728";"0,5170170000000001";82;82;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_00_32_08_908_5097980.alethe;"0,218805";"0,004848";"0,002659";"0,074561";"0,002903";"0,340003";54;54;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_09_04_38_502_4990434.alethe;"0,034308";"0,002536";"0,002068";"0,012218000000000001";"0,000463";"0,063503";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_16_22_46_083_5086198.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_17_57_34_541_5550488.alethe;"0,11673800000000001";"0,00294";"0,002043";"0,04859";"0,001588";"0,194318";33;33;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_08_03_57_933_5335454.alethe;"0,028036000000000002";"0,002215";"0,001706";"0,010343000000000001";"0,00043";"0,054825";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_23_22_643_17862060.alethe;"0,08139199999999999";"0,004293";"0,002411";"0,027983";"0,001694";"0,13647900000000002";16;16;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_04_05_25_785_5026104.alethe;"0,130781";"0,004283";"0,002171";"0,044747999999999996";"0,002204";"0,208645";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_15_37_26_724_5104594.alethe;"0,430627";"0,007961000000000001";"0,0031590000000000003";"0,164092";"0,003325";"0,6666880000000001";119;119;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_22_47_09_346_5046226.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_18_47_51_743_5021316.alethe;"0,025973";"0,002423";"0,001923";"0,008798";"0,000447";"0,051612";3;3;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_01_08_14_861_5344426.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_15_35_20_861_5083584.alethe;"0,424613";"0,007657";"0,00245";"0,150353";"0,000501";"0,632356";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_01_24_34_229_5937104.alethe;"0,16246000000000002";"0,0054859999999999996";"0,0026079999999999996";"0,060192";"0,001705";"0,262449";41;41;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_16_35_13_210_5240108.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_15_15_40_675_18693746.alethe;"0,029890999999999997";"0,004476";"0,0018360000000000002";"0,01046";"0,000458";"0,05799";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_23_14_50_33_710_18244540.alethe;"0,282729";"0,009143";"0,002936";"0,089429";"0,001895";"0,42309800000000003";63;63;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_02_50_46_800_5008130.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/HOL-Library/smt_verit/x2020_07_24_02_40_37_894_6195650.alethe;"0,13873100000000002";"0,004593";"0,002529";"0,048441";"0,0015090000000000001";"0,224961";31;31;0;;;;;1;
